100.615	2799.2
102.568	2819.2
104.518	2817.2
106.471	2855
108.423	2827.4
110.372	2803.2
112.323	2828.4
114.272	2863.8
116.222	2830.6
118.172	2851
120.12	2841.4
122.069	2868.6
124.015	2842
125.964	2859.4
127.91	2864.4
129.857	2835.6
131.802	2871.2
133.749	2855.4
135.693	2849.4
137.639	2846.6
139.582	2827.2
141.527	2862.6
143.47	2852.8
145.414	2832.8
147.356	2863.6
149.297	2847.8
151.24	2836
153.181	2823.6
155.123	2823.2
157.063	2822
159.002	2831.6
160.943	2839.2
162.881	2827.4
164.82	2826.8
166.759	2816.2
168.697	2824.8
170.634	2859.2
172.57	2827.6
174.508	2852.2
176.444	2839.4
178.379	2855.6
180.314	2814.2
182.249	2836.4
184.185	2835.2
186.118	2809.2
188.052	2843.2
189.985	2833.8
191.917	2840.2
193.849	2816.8
195.781	2863.8
197.714	2849
199.645	2810.4
201.575	2824.6
203.505	2848.2
205.435	2845.8
207.364	2843.2
209.293	2842.4
211.222	2849.8
213.15	2838.2
215.077	2853.6
217.005	2856.2
218.931	2874.2
220.858	2872.2
222.784	2873.8
224.71	2848.2
226.635	2851.8
228.558	2887.6
230.482	2862.6
232.406	2862.2
234.33	2873.6
236.253	2900.2
238.176	2872.6
240.098	2862.8
242.018	2858.8
243.94	2859
245.861	2877.4
247.782	2874.6
249.701	2889
251.621	2863.8
253.54	2886
255.46	2891.6
257.376	2884.6
259.295	2862.2
261.213	2900.8
263.129	2894.4
265.046	2887.6
266.963	2906.6
268.877	2908.2
270.793	2930
272.707	2927.6
274.622	2953.2
276.537	2961.6
278.45	2956
280.364	2977.2
282.275	2987.6
284.189	3021.4
286.1	2973.4
288.012	3010.2
289.922	2998.6
291.834	3006.6
293.743	2992.2
295.654	3014
297.563	2993.4
299.471	3025.4
301.38	3011.6
303.288	3003.2
305.197	2988
307.103	2980.2
309.009	2984.8
310.917	2981
312.823	2951.4
314.728	2992.4
316.634	2955.6
318.538	2964.4
320.442	2968
322.345	2945.4
324.251	2967.8
326.153	2962.4
328.055	2948.8
329.957	2946.2
331.859	2980.6
333.762	2956.4
335.662	2974.4
337.563	2990.8
339.462	2978.4
341.362	3008.2
343.261	3009.4
345.16	3001.6
347.058	3005.6
348.958	3024.4
350.855	3033
352.752	3026
354.649	3049.8
356.545	3068
358.441	3039.2
360.337	3072.6
362.232	3058.8
364.127	3077.4
366.019	3085.6
367.913	3077.4
369.807	3125.2
371.7	3096.6
373.593	3097
375.485	3130.2
377.377	3142.2
379.269	3110.6
381.158	3131.2
383.049	3153.6
384.94	3166.2
386.83	3156.8
388.719	3177.4
390.607	3212.2
392.496	3226
394.384	3233.2
396.272	3230.4
398.158	3259.6
400.045	3283.2
401.932	3279.2
403.817	3305
405.703	3331.8
407.587	3329.2
409.472	3351.2
411.357	3387.6
413.24	3391.2
415.124	3409.6
417.006	3413.8
418.89	3457.6
420.771	3465.4
422.654	3501.4
424.534	3504.8
426.416	3525.2
428.295	3548.2
430.177	3567
432.055	3600.4
433.936	3622.2
435.814	3621.2
437.691	3622.8
439.571	3629.8
441.448	3645
443.326	3676.2
445.202	3643.2
447.078	3664.4
448.953	3662.4
450.83	3674.4
452.705	3686.8
454.579	3629
456.455	3640.8
458.328	3634.4
460.201	3584.4
462.074	3562.6
463.946	3553.6
465.82	3560.8
467.691	3529.2
469.563	3528.8
471.433	3505
473.304	3483.6
475.174	3494
477.043	3471.2
478.912	3441
480.781	3462
482.65	3427.2
484.518	3430.4
486.385	3416.6
488.253	3398.4
490.12	3386.6
491.986	3380
493.852	3375.4
495.718	3331
497.583	3360
499.448	3350.8
501.313	3310.4
503.177	3318.2
505.041	3312
506.902	3296.4
508.766	3291.8
510.628	3292.4
512.491	3287.2
514.353	3288.2
516.212	3234
518.073	3243.2
519.934	3238
521.793	3254.6
523.653	3227.2
525.512	3217
527.37	3203.6
529.229	3177.2
531.087	3206
532.943	3208.2
534.801	3184.6
536.659	3195.4
538.514	3174.2
540.37	3175.6
542.224	3155.4
544.08	3171.2
545.934	3173.6
547.789	3162.6
549.642	3135.6
551.496	3149.6
553.348	3149.4
555.2	3129.8
557.053	3138.6
558.904	3146.4
560.756	3149.4
562.607	3141.8
564.456	3169.2
566.308	3138.4
568.157	3151.4
570.005	3110.2
571.856	3153.4
573.703	3153
575.551	3129.6
577.398	3115.8
579.247	3156
581.093	3129.8
582.939	3116.4
584.785	3120.4
586.63	3099.4
588.475	3100.8
590.319	3089.2
592.166	3113.8
594.009	3106.6
595.853	3117.8
597.696	3100.4
599.538	3079
601.381	3063.2
603.222	3047
605.064	3053.6
606.905	3055.2
608.746	3071.6
610.586	3058
612.426	3046
614.264	3047.2
616.103	3076.4
617.942	3045.4
619.781	3021.6
621.619	3051.6
623.457	3028
625.294	3046
627.129	3027.2
628.966	3033.4
630.802	3026.4
632.638	3053.2
634.471	3004
636.307	3015.2
638.141	3001.2
639.974	2968.4
641.808	3021
643.642	2983.4
645.473	2996.2
647.306	2993.2
649.137	2974.2
650.969	2969.4
652.801	2966.2
654.63	2945.2
656.461	2939
658.29	2904.4
660.12	2922.6
661.948	2876.8
663.778	2870
665.605	2871.4
667.432	2838.6
669.261	2825
671.087	2826.6
672.915	2822.8
674.74	2817.4
676.565	2783.8
678.392	2777
680.216	2767.2
682.04	2740.2
683.864	2755.2
685.689	2703
687.512	2696.6
689.334	2685.4
691.156	2673.6
692.978	2682
694.801	2643
696.622	2638.8
698.443	2638.2
700.263	2617.2
702.083	2613.6
703.903	2599.2
705.722	2581.4
707.541	2578.4
709.359	2563.4
711.177	2586.6
712.995	2552.6
714.813	2552.2
716.629	2570.2
718.446	2559
720.262	2528.6
722.078	2537.8
723.894	2569.6
725.709	2543
727.522	2536.4
729.336	2553.6
731.15	2523
732.964	2505
734.777	2517.4
736.588	2532
738.401	2524.6
740.213	2513.6
742.023	2536
743.835	2519
745.646	2524
747.455	2523
749.265	2528.2
751.075	2510.2
752.883	2516
754.692	2488.8
756.499	2506.2
758.308	2508.6
760.114	2488.6
761.922	2509.8
763.727	2472.4
765.535	2474.4
767.339	2472
769.146	2447.4
770.95	2463
772.756	2452
774.559	2433.4
776.362	2455.4
778.167	2442
779.969	2445.6
781.771	2449.6
783.575	2421.8
785.376	2442.8
787.177	2461.2
788.977	2396.6
790.777	2452.2
792.579	2437.8
794.378	2451
796.178	2436.4
797.976	2432.8
799.775	2452.4
801.573	2439.8
803.37	2439.2
805.167	2423.6
806.964	2455.6
808.763	2447.2
810.559	2419.4
812.355	2435.4
814.148	2451.6
815.943	2436.4
817.738	2452.4
819.533	2457
821.327	2422
823.12	2443.4
824.914	2481.6
826.707	2474.6
828.499	2444.2
830.289	2462
832.081	2468.8
833.873	2457.2
835.664	2491
837.453	2477.2
839.243	2454.8
841.033	2449.6
842.821	2464
844.611	2453.8
846.4	2499.4
848.186	2472.2
849.975	2480
851.761	2480.4
853.548	2451.8
855.335	2461.2
857.12	2435.8
858.907	2467.2
860.691	2471.8
862.475	2467.4
864.26	2451.2
866.044	2463.2
867.828	2471.6
869.611	2449.8
871.393	2455.4
873.177	2449.6
874.958	2463.4
876.739	2446.8
878.522	2465.6
880.302	2463.4
882.082	2458.8
883.862	2443.2
885.643	2438.8
887.422	2446
889.2	2436.6
890.978	2449.8
892.756	2455.2
894.534	2448.8
896.311	2431.6
898.09	2429.8
899.866	2449.6
901.642	2456.8
903.418	2472.8
905.193	2459.6
906.968	2470.6
908.743	2481.4
910.515	2493.8
912.289	2471.2
914.063	2477.8
915.836	2490
917.609	2497
919.382	2495.4
921.154	2498.8
