3002.58	341.574
3000.94	317.176
2999.3	304.932
2997.66	330.803
2996.02	317.037
2994.38	313.943
2992.74	312.373
2991.1	309.281
2989.45	319.899
2987.81	310.714
2986.17	300.008
2984.53	309.101
2982.89	344.072
2981.24	302.922
2979.6	298.312
2977.96	311.964
2976.32	343.871
2974.67	311.873
2973.03	299.659
2971.39	292.011
2969.74	323.902
2968.1	293.446
2966.45	272.12
2964.81	279.681
2963.16	293.318
2961.52	317.588
2959.87	314.503
2958.23	300.785
2956.58	311.374
2954.93	288.548
2953.29	297.617
2951.64	306.683
2949.99	297.53
2948.35	297.487
2946.7	303.514
2945.05	295.883
2943.4	294.322
2941.76	277.594
2940.11	300.303
2938.46	277.513
2936.81	282.021
2935.16	328.976
2933.51	284.97
2931.86	275.835
2930.21	292.464
2928.56	295.452
2926.91	301.468
2925.26	265.071
2923.61	281.692
2921.96	258.937
2920.31	274.04
2918.66	258.862
2917.01	269.419
2915.35	276.946
2913.7	279.932
2912.05	301.072
2910.4	296.49
2908.74	275.272
2907.09	251.036
2905.44	255.535
2903.78	269.105
2902.13	287.205
2900.48	279.606
2898.82	281.076
2897.17	284.057
2895.51	270.419
2893.86	283.974
2892.2	297.525
2890.55	270.301
2888.89	276.3
2887.23	288.337
2885.58	250.56
2883.92	277.689
2882.27	251.996
2880.61	277.607
2878.95	250.414
2877.29	274.51
2875.64	282.01
2873.98	272.922
2872.32	269.867
2870.66	244.201
2869	265.266
2867.34	260.707
2865.68	283.27
2864.02	289.254
2862.36	293.731
2860.71	278.627
2859.04	263.528
2857.38	249.938
2855.72	260.44
2854.06	254.381
2852.4	281.434
2850.74	240.764
2849.08	258.783
2847.42	285.823
2845.75	270.74
2844.09	246.639
2842.43	257.128
2840.77	255.587
2839.1	267.576
2837.44	273.549
2835.78	272.006
2834.11	252.433
2832.45	292.959
2830.78	268.882
2829.12	273.349
2827.46	283.821
2825.79	267.263
2824.13	250.71
2822.46	229.659
2820.79	238.63
2819.13	243.097
2817.46	249.063
2815.8	264.028
2814.13	277.489
2812.46	266.95
2810.79	283.406
2809.13	241.384
2807.46	266.833
2805.79	256.302
2804.12	250.27
2802.45	254.729
2800.79	235.215
2799.12	275.626
2797.45	278.581
2795.78	254.58
2794.11	233.58
2792.44	267.979
2790.77	258.959
2789.1	248.444
2787.43	245.415
2785.76	242.387
2784.09	254.319
2782.41	257.273
2780.74	233.307
2779.07	272.151
2777.4	258.655
2775.73	251.143
2774.05	264.558
2772.38	224.169
2770.71	258.504
2769.03	237.55
2767.36	249.465
2765.69	250.923
2764.01	249.392
2762.34	240.397
2760.66	250.812
2758.99	243.312
2757.31	243.276
2755.64	253.687
2753.96	220.824
2752.29	228.251
2750.61	231.201
2748.94	256.521
2747.26	257.974
2745.58	238.554
2743.9	262.371
2742.23	236.994
2740.55	245.901
2738.87	232.454
2737.19	233.91
2735.52	254.731
2733.84	235.331
2732.16	251.677
2730.48	254.618
