Filename:	C:\Program Files\Pyris\Data\Elena S\DSC 10-30\pla_ori_1030.pdid.pdid 
Operator ID:	 
Sample ID:	PLA 
Comment: 	pla_ori_1031 run 2 
Serial Number:	536N7042301 
Data Collected:	10/31/2023 11:33:23 AM 
Sample Weight:	19.900 mg 
Display Weight:	19.900 
Validation 
Validated:	No 
By:	 
Date:	 
Calibration Information 
Filename:	C:\Program Files\Pyris\Calibrations\05-25-2023_DiamDSC_He-Cryo_1.pdic 
Date/Time:	 
Initial Conditions 
Temperature:	 0.00 °C 
Y Initial:	20.00 mW 
Sample Rate:	Fast     
Baseline Filename:	C:\Program Files\Pyris\Data\Elena S\DSC 10-30\backgr2_1030.pdid.pdid 
End Condition:	Go To Load 
Total Points in Run:	3479 
Method Steps: 
Pre-Run Actions 
Start the Run 
	Action occurs Immediately 
Switch the Gas to Helium at 20.0 ml/min  
	Action occurs Immediately 
1)	Hold for 1.0 min at 0.00°C 
 
2)	Heat from 0.00°C to 220.00°C at 5.00°C/min 
 
3)	Hold for 1.0 min at 220.00°C 
 
4)	Cool from 220.00°C to 0.00°C at 20.00°C/min 
 
5)	Hold for 1.0 min at 0.00°C 
 
1) Diamond DSC Isothermal 
	Time     	Unsubtracted	Baseline     	Program     	Sample     	Approx.     	Heat Flow      
	          	Heat Flow     	Heat Flow     	Temperature	Temperature	Gas Flow     	Calibration 
	14.616667	-14.913409	0.151556	68.087000	85.986000	0.000000	1.170320 
	14.633333	-14.960456	0.155535	68.170000	86.074000	0.000000	1.170320 
	14.650000	-15.007503	0.159866	68.254000	86.161000	0.000000	1.170320 
	14.666667	-15.054784	0.164196	68.337000	86.251000	0.000000	1.170320 
	14.683333	-15.102065	0.168526	68.420000	86.340000	0.000000	1.170320 
	14.700000	-15.149697	0.172739	68.504000	86.426000	0.000000	1.170320 
	14.716667	-15.197563	0.176835	68.587000	86.514000	0.000000	1.170320 
	14.733333	-15.245546	0.180580	68.670000	86.606000	0.000000	1.170320 
	14.750000	-15.293646	0.184325	68.754000	86.694000	0.000000	1.170320 
	14.766667	-15.341746	0.187836	68.837000	86.783000	0.000000	1.170320 
	14.783333	-15.389730	0.191113	68.920000	86.871000	0.000000	1.170320 
	14.800000	-15.437830	0.194390	69.004000	86.959000	0.000000	1.170320 
	14.816667	-15.486047	0.197784	69.087000	87.048000	0.000000	1.170320 
	14.833333	-15.534381	0.201763	69.170000	87.135000	0.000000	1.170320 
	14.850000	-15.582832	0.206093	69.254000	87.224000	0.000000	1.170320 
	14.866667	-15.631401	0.210775	69.337000	87.314000	0.000000	1.170320 
	14.883333	-15.680086	0.215339	69.420000	87.402000	0.000000	1.170320 
	14.900000	-15.728888	0.219669	69.504000	87.490000	0.000000	1.170320 
	14.916667	-15.777808	0.223765	69.587000	87.577000	0.000000	1.170320 
	14.933333	-15.826844	0.227861	69.670000	87.668000	0.000000	1.170320 
	14.950000	-15.875880	0.231840	69.754000	87.752000	0.000000	1.170320 
	14.966667	-15.924800	0.235936	69.837000	87.842000	0.000000	1.170320 
	14.983333	-15.973836	0.239916	69.920000	87.929000	0.000000	1.170320 
	15.000000	-16.022989	0.243543	70.004000	88.019000	0.000000	1.170320 
	15.016667	-16.072260	0.246703	70.087000	88.108000	0.000000	1.170320 
	15.033333	-16.121647	0.249980	70.170000	88.195000	0.000000	1.170320 
	15.050000	-16.171386	0.253608	70.254000	88.283000	0.000000	1.170320 
	15.066667	-16.221476	0.257938	70.337000	88.371000	0.000000	1.170320 
	15.083333	-16.271916	0.262971	70.420000	88.459000	0.000000	1.170320 
	15.100000	-16.322591	0.268471	70.504000	88.547000	0.000000	1.170320 
	15.116667	-16.373383	0.273972	70.587000	88.634000	0.000000	1.170320 
	15.133333	-16.424175	0.279355	70.670000	88.724000	0.000000	1.170320 
	15.150000	-16.475084	0.284505	70.754000	88.813000	0.000000	1.170320 
	15.166667	-16.525876	0.289420	70.837000	88.903000	0.000000	1.170320 
	15.183333	-16.576785	0.293867	70.920000	88.990000	0.000000	1.170320 
	15.200000	-16.627811	0.297846	71.004000	89.077000	0.000000	1.170320 
	15.216667	-16.679188	0.301474	71.087000	89.167000	0.000000	1.170320 
	15.233333	-16.730682	0.304751	71.170000	89.254000	0.000000	1.170320 
	15.250000	-16.782410	0.308028	71.254000	89.344000	0.000000	1.170320 
	15.266667	-16.834372	0.310954	71.337000	89.432000	0.000000	1.170320 
	15.283333	-16.886568	0.314231	71.420000	89.520000	0.000000	1.170320 
	15.300000	-16.938882	0.317625	71.504000	89.610000	0.000000	1.170320 
	15.316667	-16.991195	0.320902	71.587000	89.698000	0.000000	1.170320 
	15.333333	-17.043625	0.324061	71.670000	89.788000	0.000000	1.170320 
	15.350000	-17.096172	0.327338	71.754000	89.873000	0.000000	1.170320 
	15.366667	-17.148954	0.330381	71.837000	89.963000	0.000000	1.170320 
	15.383333	-17.202086	0.333892	71.920000	90.050000	0.000000	1.170320 
	15.400000	-17.255453	0.337754	72.004000	90.140000	0.000000	1.170320 
	15.416667	-17.309054	0.341850	72.087000	90.226000	0.000000	1.170320 
	15.433333	-17.362888	0.346063	72.170000	90.315000	0.000000	1.170320 
	15.450000	-17.416957	0.350394	72.254000	90.403000	0.000000	1.170320 
	15.466667	-17.471260	0.354490	72.337000	90.491000	0.000000	1.170320 
	15.483333	-17.525680	0.358235	72.420000	90.581000	0.000000	1.170320 
	15.500000	-17.580217	0.361980	72.504000	90.669000	0.000000	1.170320 
	15.516667	-17.635105	0.365608	72.587000	90.756000	0.000000	1.170320 
	15.533333	-17.690227	0.369002	72.670000	90.846000	0.000000	1.170320 
	15.550000	-17.745466	0.372279	72.754000	90.935000	0.000000	1.170320 
	15.566667	-17.800939	0.375556	72.837000	91.022000	0.000000	1.170320 
	15.583333	-17.856646	0.378481	72.920000	91.112000	0.000000	1.170320 
	15.600000	-17.912470	0.381641	73.004000	91.201000	0.000000	1.170320 
	15.616667	-17.968412	0.384801	73.087000	91.290000	0.000000	1.170320 
	15.633333	-18.024704	0.387961	73.170000	91.377000	0.000000	1.170320 
	15.650000	-18.081347	0.391121	73.254000	91.463000	0.000000	1.170320 
	15.666667	-18.138225	0.394281	73.337000	91.555000	0.000000	1.170320 
	15.683333	-18.195337	0.397441	73.420000	91.640000	0.000000	1.170320 
	15.700000	-18.252448	0.400834	73.504000	91.731000	0.000000	1.170320 
	15.716667	-18.309794	0.404228	73.587000	91.821000	0.000000	1.170320 
	15.733333	-18.367257	0.407739	73.670000	91.907000	0.000000	1.170320 
	15.750000	-18.424836	0.411484	73.754000	91.995000	0.000000	1.170320 
	15.766667	-18.483001	0.415112	73.837000	92.083000	0.000000	1.170320 
	15.783333	-18.541517	0.418857	73.920000	92.175000	0.000000	1.170320 
	15.800000	-18.600267	0.422368	74.004000	92.261000	0.000000	1.170320 
	15.816667	-18.659134	0.425996	74.087000	92.353000	0.000000	1.170320 
	15.833333	-18.718235	0.429507	74.170000	92.443000	0.000000	1.170320 
	15.850000	-18.777219	0.433252	74.254000	92.530000	0.000000	1.170320 
	15.866667	-18.836204	0.437114	74.337000	92.616000	0.000000	1.170320 
	15.883333	-18.895656	0.441210	74.420000	92.707000	0.000000	1.170320 
	15.900000	-18.955342	0.445424	74.504000	92.796000	0.000000	1.170320 
	15.916667	-19.015028	0.449754	74.587000	92.885000	0.000000	1.170320 
	15.933333	-19.075066	0.453850	74.670000	92.973000	0.000000	1.170320 
	15.950000	-19.134986	0.457829	74.754000	93.061000	0.000000	1.170320 
	15.966667	-19.195024	0.461691	74.837000	93.147000	0.000000	1.170320 
	15.983333	-19.255178	0.466021	74.920000	93.236000	0.000000	1.170320 
	16.000000	-19.315449	0.470585	75.004000	93.327000	0.000000	1.170320 
	16.016667	-19.376189	0.475384	75.087000	93.415000	0.000000	1.170320 
	16.033333	-19.437280	0.479948	75.170000	93.505000	0.000000	1.170320 
	16.050000	-19.498370	0.484161	75.254000	93.590000	0.000000	1.170320 
	16.066667	-19.559578	0.487906	75.337000	93.679000	0.000000	1.170320 
	16.083333	-19.621020	0.491300	75.420000	93.767000	0.000000	1.170320 
	16.100000	-19.682345	0.494226	75.504000	93.856000	0.000000	1.170320 
	16.116667	-19.743669	0.497035	75.587000	93.944000	0.000000	1.170320 
	16.133333	-19.804994	0.499843	75.670000	94.032000	0.000000	1.170320 
	16.150000	-19.866319	0.502652	75.754000	94.122000	0.000000	1.170320 
	16.166667	-19.927527	0.504876	75.837000	94.210000	0.000000	1.170320 
	16.183333	-19.988851	0.506631	75.920000	94.298000	0.000000	1.170320 
	16.200000	-20.049942	0.508270	76.004000	94.388000	0.000000	1.170320 
	16.216667	-20.111150	0.510376	76.087000	94.477000	0.000000	1.170320 
	16.233333	-20.172591	0.512600	76.170000	94.563000	0.000000	1.170320 
	16.250000	-20.234033	0.515058	76.254000	94.653000	0.000000	1.170320 
	16.266667	-20.295709	0.517866	76.337000	94.741000	0.000000	1.170320 
	16.283333	-20.357502	0.521026	76.420000	94.829000	0.000000	1.170320 
	16.300000	-20.419529	0.523952	76.504000	94.914000	0.000000	1.170320 
	16.316667	-20.481790	0.526644	76.587000	95.003000	0.000000	1.170320 
	16.333333	-20.544519	0.529570	76.670000	95.093000	0.000000	1.170320 
	16.350000	-20.607365	0.532846	76.754000	95.186000	0.000000	1.170320 
	16.366667	-20.670211	0.536123	76.837000	95.275000	0.000000	1.170320 
	16.383333	-20.732823	0.539283	76.920000	95.363000	0.000000	1.170320 
	16.400000	-20.795318	0.542677	77.004000	95.449000	0.000000	1.170320 
	16.416667	-20.857697	0.546071	77.087000	95.537000	0.000000	1.170320 
	16.433333	-20.920426	0.549231	77.170000	95.626000	0.000000	1.170320 
	16.450000	-20.983155	0.552040	77.254000	95.714000	0.000000	1.170320 
	16.466667	-21.046001	0.554497	77.337000	95.800000	0.000000	1.170320 
	16.483333	-21.108496	0.556604	77.420000	95.888000	0.000000	1.170320 
	16.500000	-21.170757	0.558594	77.504000	95.982000	0.000000	1.170320 
	16.516667	-21.232784	0.560700	77.587000	96.071000	0.000000	1.170320 
	16.533333	-21.294694	0.563041	77.670000	96.158000	0.000000	1.170320 
	16.550000	-21.356721	0.565732	77.754000	96.247000	0.000000	1.170320 
	16.566667	-21.418982	0.568658	77.837000	96.334000	0.000000	1.170320 
	16.583333	-21.481477	0.571467	77.920000	96.425000	0.000000	1.170320 
	16.600000	-21.544089	0.574393	78.004000	96.511000	0.000000	1.170320 
	16.616667	-21.606467	0.577085	78.087000	96.601000	0.000000	1.170320 
	16.633333	-21.668494	0.579425	78.170000	96.690000	0.000000	1.170320 
	16.650000	-21.730170	0.581883	78.254000	96.780000	0.000000	1.170320 
	16.666667	-21.791846	0.585160	78.337000	96.866000	0.000000	1.170320 
	16.683333	-21.853638	0.589022	78.420000	96.954000	0.000000	1.170320 
	16.700000	-21.915548	0.593352	78.504000	97.042000	0.000000	1.170320 
	16.716667	-21.977809	0.598267	78.587000	97.128000	0.000000	1.170320 
	16.733333	-22.040187	0.603183	78.670000	97.221000	0.000000	1.170320 
	16.750000	-22.102214	0.607162	78.754000	97.307000	0.000000	1.170320 
	16.766667	-22.163890	0.610205	78.837000	97.396000	0.000000	1.170320 
	16.783333	-22.225449	0.612779	78.920000	97.485000	0.000000	1.170320 
	16.800000	-22.286540	0.615003	79.004000	97.573000	0.000000	1.170320 
	16.816667	-22.347279	0.617227	79.087000	97.661000	0.000000	1.170320 
	16.833333	-22.408136	0.619684	79.170000	97.749000	0.000000	1.170320 
	16.850000	-22.468875	0.622376	79.254000	97.838000	0.000000	1.170320 
	16.866667	-22.529615	0.624834	79.337000	97.925000	0.000000	1.170320 
	16.883333	-22.590004	0.627057	79.420000	98.017000	0.000000	1.170320 
	16.900000	-22.650158	0.629164	79.504000	98.101000	0.000000	1.170320 
	16.916667	-22.710078	0.631270	79.587000	98.192000	0.000000	1.170320 
	16.933333	-22.769648	0.633845	79.670000	98.282000	0.000000	1.170320 
	16.950000	-22.829100	0.636771	79.754000	98.370000	0.000000	1.170320 
	16.966667	-22.888318	0.640282	79.837000	98.461000	0.000000	1.170320 
	16.983333	-22.947770	0.643559	79.920000	98.549000	0.000000	1.170320 
	17.000000	-23.006871	0.646367	80.004000	98.636000	0.000000	1.170320 
	17.016667	-23.065504	0.648474	80.087000	98.722000	0.000000	1.170320 
	17.033333	-23.123903	0.650230	80.170000	98.812000	0.000000	1.170320 
	17.050000	-23.182068	0.651868	80.254000	98.899000	0.000000	1.170320 
	17.066667	-23.239999	0.654092	80.337000	98.987000	0.000000	1.170320 
	17.083333	-23.297813	0.657017	80.420000	99.078000	0.000000	1.170320 
	17.100000	-23.355627	0.660528	80.504000	99.165000	0.000000	1.170320 
	17.116667	-23.413089	0.664156	80.587000	99.253000	0.000000	1.170320 
	17.133333	-23.469967	0.667550	80.670000	99.344000	0.000000	1.170320 
	17.150000	-23.526493	0.670359	80.754000	99.432000	0.000000	1.170320 
	17.166667	-23.582317	0.672817	80.837000	99.521000	0.000000	1.170320 
	17.183333	-23.637791	0.675274	80.920000	99.606000	0.000000	1.170320 
	17.200000	-23.693498	0.677849	81.004000	99.696000	0.000000	1.170320 
	17.216667	-23.749088	0.680775	81.087000	99.786000	0.000000	1.170320 
	17.233333	-23.804210	0.683935	81.170000	99.872000	0.000000	1.170320 
	17.250000	-23.859215	0.686861	81.254000	99.962000	0.000000	1.170320 
	17.266667	-23.913518	0.689084	81.337000	100.051000	0.000000	1.170320 
	17.283333	-23.967119	0.690957	81.420000	100.138000	0.000000	1.170320 
	17.300000	-24.020251	0.692478	81.504000	100.227000	0.000000	1.170320 
	17.316667	-24.073032	0.693531	81.587000	100.316000	0.000000	1.170320 
	17.333333	-24.125229	0.694468	81.670000	100.405000	0.000000	1.170320 
	17.350000	-24.177425	0.695521	81.754000	100.490000	0.000000	1.170320 
	17.366667	-24.229153	0.696925	81.837000	100.580000	0.000000	1.170320 
	17.383333	-24.280530	0.698681	81.920000	100.671000	0.000000	1.170320 
	17.400000	-24.331556	0.700553	82.004000	100.758000	0.000000	1.170320 
	17.416667	-24.382231	0.702660	82.087000	100.846000	0.000000	1.170320 
	17.433333	-24.432321	0.705000	82.170000	100.934000	0.000000	1.170320 
	17.450000	-24.482176	0.707458	82.254000	101.026000	0.000000	1.170320 
	17.466667	-24.531681	0.710267	82.337000	101.115000	0.000000	1.170320 
	17.483333	-24.581068	0.714012	82.420000	101.203000	0.000000	1.170320 
	17.500000	-24.630105	0.717991	82.504000	101.292000	0.000000	1.170320 
	17.516667	-24.678907	0.722204	82.587000	101.380000	0.000000	1.170320 
	17.533333	-24.727124	0.726183	82.670000	101.469000	0.000000	1.170320 
	17.550000	-24.774405	0.729343	82.754000	101.559000	0.000000	1.170320 
	17.566667	-24.820867	0.731684	82.837000	101.645000	0.000000	1.170320 
	17.583333	-24.866158	0.733322	82.920000	101.732000	0.000000	1.170320 
	17.600000	-24.910864	0.734727	83.004000	101.824000	0.000000	1.170320 
	17.616667	-24.955102	0.736482	83.087000	101.910000	0.000000	1.170320 
	17.633333	-24.998989	0.738472	83.170000	102.001000	0.000000	1.170320 
	17.650000	-25.042642	0.740461	83.254000	102.089000	0.000000	1.170320 
	17.666667	-25.085827	0.742568	83.337000	102.176000	0.000000	1.170320 
	17.683333	-25.128427	0.744206	83.420000	102.265000	0.000000	1.170320 
	17.700000	-25.170207	0.745611	83.504000	102.354000	0.000000	1.170320 
	17.716667	-25.211285	0.746664	83.587000	102.443000	0.000000	1.170320 
	17.733333	-25.251544	0.747717	83.670000	102.531000	0.000000	1.170320 
	17.750000	-25.291452	0.749122	83.754000	102.621000	0.000000	1.170320 
	17.766667	-25.330775	0.750877	83.837000	102.707000	0.000000	1.170320 
	17.783333	-25.369746	0.752867	83.920000	102.799000	0.000000	1.170320 
	17.800000	-25.408016	0.754973	84.004000	102.883000	0.000000	1.170320 
	17.816667	-25.445583	0.756846	84.087000	102.973000	0.000000	1.170320 
	17.833333	-25.482565	0.758484	84.170000	103.063000	0.000000	1.170320 
	17.850000	-25.518962	0.759771	84.254000	103.151000	0.000000	1.170320 
	17.866667	-25.554774	0.760942	84.337000	103.240000	0.000000	1.170320 
	17.883333	-25.589884	0.762346	84.420000	103.327000	0.000000	1.170320 
	17.900000	-25.624525	0.763985	84.504000	103.392000	0.000000	1.170320 
	17.916667	-25.658230	0.766208	84.587000	103.501000	0.000000	1.170320 
	17.933333	-25.691233	0.768432	84.670000	103.591000	0.000000	1.170320 
	17.950000	-25.723534	0.771007	84.754000	103.681000	0.000000	1.170320 
	17.966667	-25.755367	0.773698	84.837000	103.771000	0.000000	1.170320 
	17.983333	-25.786731	0.776390	84.920000	103.860000	0.000000	1.170320 
	18.000000	-25.817628	0.779784	85.004000	103.949000	0.000000	1.170320 
	18.016667	-25.848056	0.783178	85.087000	104.036000	0.000000	1.170320 
	18.033333	-25.877782	0.785987	85.170000	104.123000	0.000000	1.170320 
	18.050000	-25.906806	0.788093	85.254000	104.216000	0.000000	1.170320 
	18.066667	-25.935128	0.789732	85.337000	104.303000	0.000000	1.170320 
	18.083333	-25.962747	0.790434	85.420000	104.391000	0.000000	1.170320 
	18.100000	-25.989782	0.791019	85.504000	104.478000	0.000000	1.170320 
	18.116667	-26.016114	0.791955	85.587000	104.569000	0.000000	1.170320 
	18.133333	-26.041978	0.793360	85.670000	104.657000	0.000000	1.170320 
	18.150000	-26.067725	0.795349	85.754000	104.745000	0.000000	1.170320 
	18.166667	-26.093004	0.797456	85.837000	104.835000	0.000000	1.170320 
	18.183333	-26.117932	0.799094	85.920000	104.920000	0.000000	1.170320 
	18.200000	-26.142626	0.800147	86.004000	105.009000	0.000000	1.170320 
	18.216667	-26.167085	0.800616	86.087000	105.100000	0.000000	1.170320 
	18.233333	-26.191077	0.800850	86.170000	105.188000	0.000000	1.170320 
	18.250000	-26.215068	0.801669	86.254000	105.278000	0.000000	1.170320 
	18.266667	-26.239294	0.803307	86.337000	105.366000	0.000000	1.170320 
	18.283333	-26.263754	0.806701	86.420000	105.454000	0.000000	1.170320 
	18.300000	-26.288213	0.810095	86.504000	105.543000	0.000000	1.170320 
	18.316667	-26.312790	0.813021	86.587000	105.631000	0.000000	1.170320 
	18.333333	-26.337367	0.815362	86.670000	105.720000	0.000000	1.170320 
	18.350000	-26.361709	0.817000	86.754000	105.807000	0.000000	1.170320 
	18.366667	-26.386052	0.818053	86.837000	105.895000	0.000000	1.170320 
	18.383333	-26.410746	0.819341	86.920000	105.985000	0.000000	1.170320 
	18.400000	-26.435674	0.821564	87.004000	106.073000	0.000000	1.170320 
	18.416667	-26.460952	0.824139	87.087000	106.160000	0.000000	1.170320 
	18.433333	-26.486348	0.826363	87.170000	106.248000	0.000000	1.170320 
	18.450000	-26.512095	0.828118	87.254000	106.333000	0.000000	1.170320 
	18.466667	-26.538194	0.829171	87.337000	106.426000	0.000000	1.170320 
	18.483333	-26.564409	0.829405	87.420000	106.514000	0.000000	1.170320 
	18.500000	-26.590741	0.829405	87.504000	106.602000	0.000000	1.170320 
	18.516667	-26.617541	0.829288	87.587000	106.693000	0.000000	1.170320 
	18.533333	-26.644810	0.829757	87.670000	106.781000	0.000000	1.170320 
	18.550000	-26.672429	0.830810	87.754000	106.870000	0.000000	1.170320 
	18.566667	-26.700634	0.832214	87.837000	106.958000	0.000000	1.170320 
	18.583333	-26.729073	0.833736	87.920000	107.046000	0.000000	1.170320 
	18.600000	-26.757745	0.835140	88.004000	107.132000	0.000000	1.170320 
	18.616667	-26.786652	0.836076	88.087000	107.223000	0.000000	1.170320 
	18.633333	-26.815910	0.836778	88.170000	107.313000	0.000000	1.170320 
	18.650000	-26.845636	0.837715	88.254000	107.400000	0.000000	1.170320 
	18.666667	-26.876065	0.838885	88.337000	107.487000	0.000000	1.170320 
	18.683333	-26.907429	0.840289	88.420000	107.578000	0.000000	1.170320 
	18.700000	-26.939262	0.842045	88.504000	107.668000	0.000000	1.170320 
	18.716667	-26.971446	0.843917	88.587000	107.756000	0.000000	1.170320 
	18.733333	-27.003747	0.845322	88.670000	107.842000	0.000000	1.170320 
	18.750000	-27.036282	0.846492	88.754000	107.932000	0.000000	1.170320 
	18.766667	-27.069050	0.848014	88.837000	108.020000	0.000000	1.170320 
	18.783333	-27.102171	0.849886	88.920000	108.109000	0.000000	1.170320 
	18.800000	-27.135759	0.851876	89.004000	108.195000	0.000000	1.170320 
	18.816667	-27.169815	0.854099	89.087000	108.284000	0.000000	1.170320 
	18.833333	-27.204222	0.856089	89.170000	108.372000	0.000000	1.170320 
	18.850000	-27.238513	0.857610	89.254000	108.462000	0.000000	1.170320 
	18.866667	-27.272920	0.858195	89.337000	108.552000	0.000000	1.170320 
	18.883333	-27.307562	0.858195	89.420000	108.638000	0.000000	1.170320 
	18.900000	-27.342203	0.857844	89.504000	108.729000	0.000000	1.170320 
	18.916667	-27.377196	0.857727	89.587000	108.817000	0.000000	1.170320 
	18.933333	-27.412773	0.858078	89.670000	108.905000	0.000000	1.170320 
	18.950000	-27.448585	0.858780	89.754000	108.992000	0.000000	1.170320 
	18.966667	-27.484748	0.859600	89.837000	109.082000	0.000000	1.170320 
	18.983333	-27.521379	0.860302	89.920000	109.171000	0.000000	1.170320 
	19.000000	-27.558010	0.861121	90.004000	109.259000	0.000000	1.170320 
	19.016667	-27.595109	0.862291	90.087000	109.348000	0.000000	1.170320 
	19.033333	-27.632559	0.864164	90.170000	109.438000	0.000000	1.170320 
	19.050000	-27.670010	0.866973	90.254000	109.529000	0.000000	1.170320 
	19.066667	-27.707928	0.870601	90.337000	109.616000	0.000000	1.170320 
	19.083333	-27.746197	0.874229	90.420000	109.707000	0.000000	1.170320 
	19.100000	-27.784467	0.877037	90.504000	109.791000	0.000000	1.170320 
	19.116667	-27.822736	0.879027	90.587000	109.881000	0.000000	1.170320 
	19.133333	-27.861474	0.879261	90.670000	109.969000	0.000000	1.170320 
	19.150000	-27.900211	0.879378	90.754000	110.062000	0.000000	1.170320 
	19.166667	-27.939066	0.879729	90.837000	110.150000	0.000000	1.170320 
	19.183333	-27.978155	0.880548	90.920000	110.236000	0.000000	1.170320 
	19.200000	-28.017360	0.882070	91.004000	110.326000	0.000000	1.170320 
	19.216667	-28.056566	0.883591	91.087000	110.414000	0.000000	1.170320 
	19.233333	-28.096006	0.884528	91.170000	110.503000	0.000000	1.170320 
	19.250000	-28.135329	0.884762	91.254000	110.590000	0.000000	1.170320 
	19.266667	-28.174651	0.884528	91.337000	110.679000	0.000000	1.170320 
	19.283333	-28.214208	0.883942	91.420000	110.770000	0.000000	1.170320 
	19.300000	-28.253765	0.883591	91.504000	110.861000	0.000000	1.170320 
	19.316667	-28.293439	0.883474	91.587000	110.949000	0.000000	1.170320 
	19.333333	-28.333347	0.883942	91.670000	111.035000	0.000000	1.170320 
	19.350000	-28.373606	0.884762	91.754000	111.124000	0.000000	1.170320 
	19.366667	-28.414099	0.885464	91.837000	111.212000	0.000000	1.170320 
	19.383333	-28.454709	0.885932	91.920000	111.303000	0.000000	1.170320 
	19.400000	-28.495319	0.886166	92.004000	111.390000	0.000000	1.170320 
	19.416667	-28.535812	0.886751	92.087000	111.480000	0.000000	1.170320 
	19.433333	-28.576539	0.887570	92.170000	111.567000	0.000000	1.170320 
	19.450000	-28.617266	0.888741	92.254000	111.657000	0.000000	1.170320 
	19.466667	-28.658110	0.890262	92.337000	111.742000	0.000000	1.170320 
	19.483333	-28.699306	0.891901	92.420000	111.831000	0.000000	1.170320 
	19.500000	-28.740618	0.893305	92.504000	111.922000	0.000000	1.170320 
	19.516667	-28.781930	0.894475	92.587000	112.010000	0.000000	1.170320 
	19.533333	-28.823476	0.895177	92.670000	112.099000	0.000000	1.170320 
	19.550000	-28.865023	0.895646	92.754000	112.189000	0.000000	1.170320 
	19.566667	-28.906803	0.896231	92.837000	112.278000	0.000000	1.170320 
	19.583333	-28.948584	0.896699	92.920000	112.366000	0.000000	1.170320 
	19.600000	-28.990364	0.896933	93.004000	112.456000	0.000000	1.170320 
	19.616667	-29.031910	0.896933	93.087000	112.543000	0.000000	1.170320 
	19.633333	-29.073574	0.896816	93.170000	112.631000	0.000000	1.170320 
	19.650000	-29.115003	0.896582	93.254000	112.722000	0.000000	1.170320 
	19.666667	-29.156315	0.896114	93.337000	112.807000	0.000000	1.170320 
	19.683333	-29.197511	0.895763	93.420000	112.896000	0.000000	1.170320 
	19.700000	-29.238940	0.895411	93.504000	112.989000	0.000000	1.170320 
	19.716667	-29.280369	0.895294	93.587000	113.076000	0.000000	1.170320 
	19.733333	-29.322033	0.895529	93.670000	113.165000	0.000000	1.170320 
	19.750000	-29.363696	0.895997	93.754000	113.250000	0.000000	1.170320 
	19.766667	-29.405359	0.896465	93.837000	113.340000	0.000000	1.170320 
	19.783333	-29.446672	0.897284	93.920000	113.430000	0.000000	1.170320 
	19.800000	-29.488101	0.898103	94.004000	113.517000	0.000000	1.170320 
	19.816667	-29.529530	0.899157	94.087000	113.606000	0.000000	1.170320 
	19.833333	-29.571428	0.900444	94.170000	113.697000	0.000000	1.170320 
	19.850000	-29.613325	0.901731	94.254000	113.782000	0.000000	1.170320 
	19.866667	-29.655340	0.903136	94.337000	113.872000	0.000000	1.170320 
	19.883333	-29.697237	0.904072	94.420000	113.960000	0.000000	1.170320 
	19.900000	-29.738783	0.904423	94.504000	114.048000	0.000000	1.170320 
	19.916667	-29.779862	0.904540	94.587000	114.137000	0.000000	1.170320 
	19.933333	-29.820706	0.904657	94.670000	114.227000	0.000000	1.170320 
	19.950000	-29.861784	0.904774	94.754000	114.315000	0.000000	1.170320 
	19.966667	-29.902862	0.905593	94.837000	114.403000	0.000000	1.170320 
	19.983333	-29.944057	0.906530	94.920000	114.490000	0.000000	1.170320 
	20.000000	-29.985370	0.907115	95.004000	114.579000	0.000000	1.170320 
	20.016667	-30.026448	0.907700	95.087000	114.668000	0.000000	1.170320 
	20.033333	-30.067526	0.908402	95.170000	114.757000	0.000000	1.170320 
	20.050000	-30.108487	0.908870	95.254000	114.846000	0.000000	1.170320 
	20.066667	-30.149214	0.909221	95.337000	114.935000	0.000000	1.170320 
	20.083333	-30.190176	0.909689	95.420000	115.021000	0.000000	1.170320 
	20.100000	-30.231254	0.910040	95.504000	115.110000	0.000000	1.170320 
	20.116667	-30.272215	0.910275	95.587000	115.198000	0.000000	1.170320 
	20.133333	-30.312942	0.910158	95.670000	115.290000	0.000000	1.170320 
	20.150000	-30.353786	0.909689	95.754000	115.381000	0.000000	1.170320 
	20.166667	-30.394513	0.908870	95.837000	115.467000	0.000000	1.170320 
	20.183333	-30.435124	0.908051	95.920000	115.554000	0.000000	1.170320 
	20.200000	-30.475851	0.907115	96.004000	115.647000	0.000000	1.170320 
	20.216667	-30.516578	0.906530	96.087000	115.731000	0.000000	1.170320 
	20.233333	-30.557422	0.906295	96.170000	115.823000	0.000000	1.170320 
	20.250000	-30.598266	0.906530	96.254000	115.911000	0.000000	1.170320 
	20.266667	-30.639110	0.906647	96.337000	116.000000	0.000000	1.170320 
	20.283333	-30.679837	0.906412	96.420000	116.087000	0.000000	1.170320 
	20.300000	-30.720330	0.905944	96.504000	116.176000	0.000000	1.170320 
	20.316667	-30.760472	0.905359	96.587000	116.264000	0.000000	1.170320 
	20.333333	-30.800614	0.904657	96.670000	116.352000	0.000000	1.170320 
	20.350000	-30.840873	0.904423	96.754000	116.441000	0.000000	1.170320 
	20.366667	-30.881249	0.904774	96.837000	116.528000	0.000000	1.170320 
	20.383333	-30.921625	0.905359	96.920000	116.621000	0.000000	1.170320 
	20.400000	-30.962118	0.905944	97.004000	116.709000	0.000000	1.170320 
	20.416667	-31.002611	0.906061	97.087000	116.796000	0.000000	1.170320 
	20.433333	-31.042988	0.905476	97.170000	116.883000	0.000000	1.170320 
